run_date,algorithm,obj,time_s,instance_file,instance_basename,n_vertices,n_customers,n_det_customers,n_tb_customers,sum_all_profits,avg_profit,avg_det_profit,avg_tb_profit,avg_tb_lambda,avg_arc_cost,time_bound,instance_type,tsiligirides_op_num,tsiligirides_op_tb,tsiligirides_hop_alpha,tsiligirides_hop_beta,tour,tour_profit,tour_prob,tour_duration,pct_time_bound_used,n_custs_visited,n_tb_custs_visited,pct_profit_collected,pct_custs_visited,pct_custs_visited_which_are_tb,avg_visited_det_profit,avg_visited_tb_profit,avg_visited_tb_lambda,avg_travel_time_after_det_cust,avg_travel_time_after_tb_cust,obj_bound
2022-02-14-10-43-20,nonlinear_model,155.0,177.28064131736755,/gpfs42/robbyfs/scratch/lab_econ/asantini/src/hazardous-orienteering-problem/data/hop-tsiligirides/hop_tsiligirides-1-40-0.1-3.json,hop_tsiligirides-1-40-0.1-3,31,30,27,3,335.0,11.166666666666666,9.62962962962963,25.0,0.0787822847107986,8.435870126384714,40.0,tsiligirides_hop,1,40,0.1,3,"0,5,6,2,1,7,9,10,11,20,21,22,24,25,30,26,27,0",155.0,1.0,39.72663795543793,99.31659488859484,16,0,46.26865671641791,53.333333333333336,0.0,9.6875,0.0,0.0,19.791175431377127,0.0,155.000155
2022-02-14-10-43-35,nonlinear_model,130.0,181.23829817771912,/gpfs42/robbyfs/scratch/lab_econ/asantini/src/hazardous-orienteering-problem/data/hop-tsiligirides/hop_tsiligirides-1-35-0.1-2.json,hop_tsiligirides-1-35-0.1-2,31,30,27,3,310.0,10.333333333333334,9.62962962962963,16.666666666666668,0.0722247405759401,8.435870126384714,35.0,tsiligirides_hop,1,35,0.1,2,"0,18,19,26,30,25,24,22,21,20,11,10,9,7,12,0",130.0,1.0,34.48929912685664,98.5408546481618,14,0,41.935483870967744,46.66666666666666,0.0,9.285714285714286,0.0,0.0,17.99189019939593,0.0,130.00013
2022-02-14-13-49-01,nonlinear_model,47.4612316945,3602.3121070861816,/gpfs42/robbyfs/scratch/lab_econ/asantini/src/hazardous-orienteering-problem/data/hop-tsiligirides/hop_tsiligirides-3-105-0.4-5.json,hop_tsiligirides-3-105-0.4-5,32,31,19,12,1840.0,59.354838709677416,28.42105263157895,108.33333333333331,0.067768656465126,9.386695470404131,105.0,tsiligirides_hop,3,105,0.4,5,"0,23,0",50.0,0.949224633889756,1.131370849898472,1.0774960475223545,1,1,2.717391304347826,3.225806451612903,100.0,0.0,50.0,0.0921179867718011,0.0,0.565685424949236,1310.69887111
2022-02-14-13-27-58,nonlinear_model,440.0,490.4158983230591,/gpfs42/robbyfs/scratch/lab_econ/asantini/src/hazardous-orienteering-problem/data/hop-tsiligirides/hop_tsiligirides-3-50-0.2-2.json,hop_tsiligirides-3-50-0.2-2,32,31,25,6,960.0,30.967741935483872,25.6,53.333333333333336,0.0710520286102824,9.386695470404131,50.0,tsiligirides_hop,3,50,0.2,2,"0,23,21,6,4,13,27,19,15,14,12,2,1,7,30,28,25,31,22,26,0",440.0,1.0,49.48271906717664,98.96543813435328,19,0,45.833333333333336,61.29032258064516,0.0,23.157894736842103,0.0,0.0,25.697452302509195,0.0,440.00044
2022-02-14-13-15-04,nonlinear_model,310.0,1590.3524219989777,/gpfs42/robbyfs/scratch/lab_econ/asantini/src/hazardous-orienteering-problem/data/hop-tsiligirides/hop_tsiligirides-2-40-0.3-5.json,hop_tsiligirides-2-40-0.3-5,20,19,14,5,1010.0,53.1578947368421,22.142857142857142,140.0,0.0745599139729221,6.18210573440129,40.0,tsiligirides_hop,2,40,0.3,5,"0,12,13,11,10,8,7,14,15,16,17,19,4,5,6,0",310.0,1.0,39.84704394575481,99.61760986438703,14,0,30.69306930693069,73.6842105263158,0.0,22.142857142857142,0.0,0.0,21.357822000194297,0.0,310.00031
2022-02-14-11-54-16,nonlinear_model,250.0,462.74164748191833,/gpfs42/robbyfs/scratch/lab_econ/asantini/src/hazardous-orienteering-problem/data/hop-tsiligirides/hop_tsiligirides-1-85-0.1-3.json,hop_tsiligirides-1-85-0.1-3,31,30,27,3,355.0,11.833333333333334,9.25925925925926,35.0,0.0688842716142208,8.435870126384714,85.0,tsiligirides_hop,1,85,0.1,3,"0,17,27,28,16,15,3,4,5,12,6,2,1,7,8,9,10,11,20,19,21,22,23,24,29,25,18,26,0",250.0,1.0,84.2003685407946,99.05925710681718,27,0,70.4225352112676,90.0,0.0,9.25925925925926,0.0,0.0,41.23801625857517,0.0,250.00025
2022-02-14-13-10-08,nonlinear_model,260.0,1254.876900434494,/gpfs42/robbyfs/scratch/lab_econ/asantini/src/hazardous-orienteering-problem/data/hop-tsiligirides/hop_tsiligirides-2-45-0.4-3.json,hop_tsiligirides-2-45-0.4-3,20,19,12,7,830.0,43.68421052631579,21.666666666666668,81.42857142857143,0.0674177011617682,6.18210573440129,45.0,tsiligirides_hop,2,45,0.4,3,"0,13,12,4,5,19,3,17,15,16,10,11,6,0",260.0,1.0,44.894184659349925,99.76485479855538,12,0,31.32530120481928,63.1578947368421,0.0,21.666666666666668,0.0,0.0,21.788606955325506,0.0,260.00026
2022-02-14-14-39-04,nonlinear_model,147.845459942,3602.582676887512,/gpfs42/robbyfs/scratch/lab_econ/asantini/src/hazardous-orienteering-problem/data/hop-tsiligirides/hop_tsiligirides-3-60-0.4-5.json,hop_tsiligirides-3-60-0.4-5,32,31,19,12,2360.0,76.12903225806451,21.57894736842105,162.5,0.0683624701333461,9.386695470404131,60.0,tsiligirides_hop,3,60,0.4,5,"0,22,8,5,2,15,20,6,21,23,0",690.0,0.2142687825251201,59.52648190062408,99.2108031677068,9,3,29.23728813559322,29.032258064516128,33.333333333333336,23.33333333333333,183.33333333333331,0.075625501644987,33.99950022536802,8.051611775280664,1354.91477838
2022-02-14-14-39-08,nonlinear_model,293.889711371,3607.891735076904,/gpfs42/robbyfs/scratch/lab_econ/asantini/src/hazardous-orienteering-problem/data/hop-tsiligirides/hop_tsiligirides-3-60-0.2-4.json,hop_tsiligirides-3-60-0.2-4,32,31,25,6,1220.0,39.354838709677416,26.4,93.33333333333331,0.0726867856997619,9.386695470404131,60.0,tsiligirides_hop,3,60,0.2,4,"0,24,8,9,10,11,7,1,5,2,12,14,15,16,19,3,13,4,6,23,0",690.0,0.4259271179292312,59.95717044794712,99.9286174132452,19,3,56.55737704918032,61.29032258064516,15.789473684210526,28.125,80.0,0.0707924423468931,29.522758916972087,4.320889641332065,853.767840424
2022-02-14-12-50-18,nonlinear_model,290.0,104.22315526008606,/gpfs42/robbyfs/scratch/lab_econ/asantini/src/hazardous-orienteering-problem/data/hop-tsiligirides/hop_tsiligirides-2-40-0.4-2.json,hop_tsiligirides-2-40-0.4-2,20,19,12,7,610.0,32.10526315789474,24.166666666666668,45.71428571428572,0.0737734744497695,6.18210573440129,40.0,tsiligirides_hop,2,40,0.4,2,"0,9,8,7,14,16,17,18,2,11,10,13,12,0",290.0,1.0,39.53328081805001,98.83320204512503,12,0,47.540983606557376,63.1578947368421,0.0,24.166666666666668,0.0,0.0,18.017698391659557,0.0,290.00029
2022-02-14-13-14-34,nonlinear_model,386.410307896,365.4576737880707,/gpfs42/robbyfs/scratch/lab_econ/asantini/src/hazardous-orienteering-problem/data/hop-tsiligirides/hop_tsiligirides-3-40-0.3-2.json,hop_tsiligirides-3-40-0.3-2,32,31,22,9,1000.0,32.25806451612903,27.272727272727277,44.44444444444444,0.0771175558773531,9.386695470404131,40.0,tsiligirides_hop,3,40,0.3,2,"0,31,25,28,11,30,7,1,5,12,19,3,13,27,4,6,21,23,0",400.0,0.9660257697406224,39.91046347079445,99.77615867698611,17,1,40.0,54.83870967741935,5.882352941176471,23.75,20.0,0.0611024552708114,18.385648406913376,0.565685424949236,386.410694307
2022-02-14-12-39-24,nonlinear_model,318.434956497,18.314704656600952,/gpfs42/robbyfs/scratch/lab_econ/asantini/src/hazardous-orienteering-problem/data/hop-tsiligirides/hop_tsiligirides-2-35-0.1-5.json,hop_tsiligirides-2-35-0.1-5,20,19,18,1,490.0,25.789473684210527,24.444444444444443,50.0,0.0932762830673045,6.18210573440129,35.0,tsiligirides_hop,2,35,0.1,5,"0,12,13,10,9,8,16,17,18,19,3,2,4,5,6,0",360.0,0.8845415458262539,34.96913245424251,99.91180701212149,14,1,73.46938775510205,73.6842105263158,7.142857142857143,23.846153846153847,50.0,0.0932762830673045,18.687204033943623,1.3152946437965911,318.435274933
2022-02-14-10-42-01,nonlinear_model,85.0,87.33593440055847,/gpfs42/robbyfs/scratch/lab_econ/asantini/src/hazardous-orienteering-problem/data/hop-tsiligirides/hop_tsiligirides-1-25-0.3-2.json,hop_tsiligirides-1-25-0.3-2,31,30,21,9,360.0,12.0,10.0,16.666666666666668,0.082410288955507,8.435870126384714,25.0,tsiligirides_hop,1,25,0.3,2,"0,19,20,21,22,24,25,30,26,0",85.0,1.0,24.14309033221201,96.57236132884806,8,0,23.61111111111111,26.666666666666668,0.0,10.625,0.0,0.0,11.681110305905731,0.0,85.0000850001
2022-02-14-12-50-00,nonlinear_model,740.0,83.97500944137573,/gpfs42/robbyfs/scratch/lab_econ/asantini/src/hazardous-orienteering-problem/data/hop-tsiligirides/hop_tsiligirides-3-110-0.1-5.json,hop_tsiligirides-3-110-0.1-5,32,31,28,3,1040.0,33.54838709677419,26.428571428571427,100.0,0.0713059859170806,9.386695470404131,110.0,tsiligirides_hop,3,110,0.1,5,"0,26,22,6,21,4,19,15,14,20,16,12,2,5,1,31,7,28,29,25,30,11,10,18,17,9,8,24,23,0",740.0,1.0,108.53857304824638,98.67143004386034,28,0,71.15384615384616,90.3225806451613,0.0,26.428571428571427,0.0,0.0,55.486805460778434,0.0,740.000740001
2022-02-14-13-23-50,nonlinear_model,490.0,242.20680260658264,/gpfs42/robbyfs/scratch/lab_econ/asantini/src/hazardous-orienteering-problem/data/hop-tsiligirides/hop_tsiligirides-3-50-0.1-5.json,hop_tsiligirides-3-50-0.1-5,32,31,28,3,1080.0,34.83870967741935,26.071428571428573,116.66666666666669,0.0673938879815478,9.386695470404131,50.0,tsiligirides_hop,3,50,0.1,5,"0,23,21,6,4,27,13,3,19,16,15,14,12,5,1,7,28,29,25,31,22,0",490.0,1.0,48.79059540214973,97.58119080429944,20,0,45.37037037037037,64.51612903225806,0.0,24.5,0.0,0.0,26.549741050198964,0.0,490.00049
2022-02-14-12-04-44,nonlinear_model,207.978644773,39.26385641098023,/gpfs42/robbyfs/scratch/lab_econ/asantini/src/hazardous-orienteering-problem/data/hop-tsiligirides/hop_tsiligirides-2-25-0.2-5.json,hop_tsiligirides-2-25-0.2-5,20,19,16,3,810.0,42.63157894736842,22.5,150.0,0.0815924039801231,6.18210573440129,25.0,tsiligirides_hop,2,25,0.2,5,"0,11,12,13,10,8,7,1,2,3,4,5,6,0",330.0,0.6302383174940194,24.864217032022385,99.45686812808954,12,1,40.74074074074074,63.1578947368421,8.333333333333334,16.363636363636363,150.0,0.0608831903607312,13.075821804875464,7.582671779438801,207.978852752
2022-02-14-11-46-37,nonlinear_model,125.125702678,6.129147291183472,/gpfs42/robbyfs/scratch/lab_econ/asantini/src/hazardous-orienteering-problem/data/hop-tsiligirides/hop_tsiligirides-2-15-0.3-3.json,hop_tsiligirides-2-15-0.3-3,20,19,14,5,650.0,34.21052631578947,25.0,60.0,0.0802945456500164,6.18210573440129,15.0,tsiligirides_hop,2,15,0.3,3,"0,4,5,6,11,10,9,13,12,0",140.0,0.8937550191269887,14.322840125997825,95.4856008399855,8,1,21.53846153846154,42.10526315789474,12.5,15.714285714285714,30.0,0.0908082235272517,7.371553237663966,1.2369316876852985,125.125827804
2022-02-14-13-36-10,nonlinear_model,376.730340179,1641.5804333686829,/gpfs42/robbyfs/scratch/lab_econ/asantini/src/hazardous-orienteering-problem/data/hop-tsiligirides/hop_tsiligirides-3-40-0.3-3.json,hop_tsiligirides-3-40-0.3-3,32,31,22,9,1260.0,40.64516129032258,25.90909090909091,76.66666666666667,0.0718565381149435,9.386695470404131,40.0,tsiligirides_hop,3,40,0.3,3,"0,23,22,7,1,14,12,16,19,3,13,27,4,6,21,0",470.0,0.8015539152744938,39.65046589901773,99.12616474754432,14,1,37.3015873015873,45.16129032258065,7.142857142857143,24.615384615384617,150.0,0.0984340614084323,19.05690054896601,2.2472205054244214,376.73071691
2022-02-14-13-33-21,nonlinear_model,520.0,2687.7159948349,/gpfs42/robbyfs/scratch/lab_econ/asantini/src/hazardous-orienteering-problem/data/hop-tsiligirides/hop_tsiligirides-3-100-0.3-2.json,hop_tsiligirides-3-100-0.3-2,32,31,22,9,1080.0,34.83870967741935,23.63636363636364,62.22222222222222,0.0719285201895096,9.386695470404131,100.0,tsiligirides_hop,3,100,0.3,2,"0,4,27,13,26,3,2,15,19,1,30,7,11,25,8,17,10,29,23,22,6,21,24,0",520.0,1.0,96.67481920265206,96.67481920265205,22,0,48.14814814814815,70.96774193548387,0.0,23.63636363636364,0.0,0.0,50.76080708822255,0.0,520.000520001
2022-02-14-11-40-39,nonlinear_model,33.0807199447,3607.719687700272,/gpfs42/robbyfs/scratch/lab_econ/asantini/src/hazardous-orienteering-problem/data/hop-tsiligirides/hop_tsiligirides-1-40-0.3-4.json,hop_tsiligirides-1-40-0.3-4,31,30,21,9,555.0,18.5,9.285714285714286,40.0,0.0701801462842846,8.435870126384714,40.0,tsiligirides_hop,1,40,0.3,4,"0,27,5,6,12,7,9,20,11,18,19,25,30,26,0",225.0,0.147025421976653,37.057692912866045,92.64423228216512,13,4,40.54054054054054,43.333333333333336,30.76923076923077,7.222222222222222,40.0,0.057470534378177,21.20816968151621,8.473186054260173,297.47517915
2022-02-14-11-42-15,nonlinear_model,19.5572486008,3624.101418018341,/gpfs42/robbyfs/scratch/lab_econ/asantini/src/hazardous-orienteering-problem/data/hop-tsiligirides/hop_tsiligirides-1-50-0.4-2.json,hop_tsiligirides-1-50-0.4-2,31,30,18,12,400.0,13.333333333333334,9.444444444444445,19.166666666666668,0.0777144160668172,8.435870126384714,50.0,tsiligirides_hop,1,50,0.4,2,"0,27,18,25,21,23,11,8,7,10,9,30,26,19,0",140.0,0.1396946328625956,49.34402275971663,98.68804551943326,13,2,35.0,43.333333333333336,15.384615384615383,9.090909090909092,20.0,0.0800838641486374,26.82805618712445,11.347398727359508,239.357645278
2022-02-14-14-01-05,nonlinear_model,690.0,623.6445369720459,/gpfs42/robbyfs/scratch/lab_econ/asantini/src/hazardous-orienteering-problem/data/hop-tsiligirides/hop_tsiligirides-3-80-0.2-3.json,hop_tsiligirides-3-80-0.2-3,32,31,25,6,1020.0,32.903225806451616,27.6,55.0,0.0745869263945508,9.386695470404131,80.0,tsiligirides_hop,3,80,0.2,3,"0,23,21,6,4,13,27,3,2,19,16,15,14,12,1,7,30,11,28,29,10,18,17,9,8,24,0",690.0,1.0,79.6851121292381,99.60639016154764,25,0,67.6470588235294,80.64516129032258,0.0,27.6,0.0,0.0,48.00263140078241,0.0,690.000690001
2022-02-14-14-42-34,nonlinear_model,550.0,3171.836172580719,/gpfs42/robbyfs/scratch/lab_econ/asantini/src/hazardous-orienteering-problem/data/hop-tsiligirides/hop_tsiligirides-3-75-0.2-4.json,hop_tsiligirides-3-75-0.2-4,32,31,25,6,1340.0,43.2258064516129,24.8,120.0,0.0841206325419245,9.386695470404131,75.0,tsiligirides_hop,3,75,0.2,4,"0,24,8,9,17,18,11,28,30,7,1,5,14,15,12,2,3,27,4,6,21,26,22,0",550.0,1.0,74.99957572474959,99.99943429966612,22,0,41.04477611940298,70.96774193548387,0.0,25.0,0.0,0.0,29.585393396966243,0.0,550.000550001
2022-02-14-11-01-35,nonlinear_model,168.872904099,1123.8622257709503,/gpfs42/robbyfs/scratch/lab_econ/asantini/src/hazardous-orienteering-problem/data/hop-tsiligirides/hop_tsiligirides-1-55-0.2-2.json,hop_tsiligirides-1-55-0.2-2,31,30,24,6,350.0,11.666666666666666,9.166666666666666,21.666666666666668,0.0552806910966264,8.435870126384714,55.0,tsiligirides_hop,1,55,0.2,2,"0,18,19,26,30,25,23,22,21,20,11,10,9,7,2,5,17,16,28,27,0",185.0,0.9128265086420184,54.926817365811374,99.86694066511158,19,1,52.85714285714285,63.333333333333336,5.2631578947368425,9.166666666666666,20.0,0.0509876269163527,30.781896043813227,1.7888543819998317,168.873072972
2022-02-14-13-00-48,nonlinear_model,164.935810469,19.04318118095398,/gpfs42/robbyfs/scratch/lab_econ/asantini/src/hazardous-orienteering-problem/data/hop-tsiligirides/hop_tsiligirides-3-15-0.4-3.json,hop_tsiligirides-3-15-0.4-3,32,31,19,12,1280.0,41.29032258064516,29.473684210526315,60.0,0.0729897994050519,9.386695470404131,15.0,tsiligirides_hop,3,15,0.4,3,"0,23,21,6,4,27,13,26,0",210.0,0.7854086212810325,13.383151987052392,89.22101324701595,7,1,16.40625,22.580645161290324,14.285714285714286,20.0,90.0,0.0598784007153264,7.933645421628672,4.034028248626528,164.935975405
2022-02-14-13-54-08,nonlinear_model,560.0,888.3616893291473,/gpfs42/robbyfs/scratch/lab_econ/asantini/src/hazardous-orienteering-problem/data/hop-tsiligirides/hop_tsiligirides-3-60-0.2-5.json,hop_tsiligirides-3-60-0.2-5,32,31,25,6,1160.0,37.41935483870968,28.4,75.0,0.0766815715739046,9.386695470404131,60.0,tsiligirides_hop,3,60,0.2,5,"0,29,28,11,30,7,1,5,2,12,14,15,20,16,19,13,27,4,6,21,23,0",560.0,1.0,59.5830148713148,99.30502478552468,20,0,48.27586206896552,64.51612903225806,0.0,28.0,0.0,0.0,26.700507890685067,0.0,560.000560001
2022-02-14-12-39-02,nonlinear_model,260.0,25.25438952445984,/gpfs42/robbyfs/scratch/lab_econ/asantini/src/hazardous-orienteering-problem/data/hop-tsiligirides/hop_tsiligirides-2-30-0.1-4.json,hop_tsiligirides-2-30-0.1-4,20,19,18,1,570.0,30.0,22.77777777777778,160.0,0.0671605149317225,6.18210573440129,30.0,tsiligirides_hop,2,30,0.1,4,"0,12,13,10,9,8,7,1,19,3,2,4,5,6,11,0",260.0,1.0,29.94617065749992,99.82056885833305,14,0,45.6140350877193,73.6842105263158,0.0,18.571428571428573,0.0,0.0,14.78167043525246,0.0,260.00026
2022-02-14-13-50-28,nonlinear_model,540.0,689.6629734039307,/gpfs42/robbyfs/scratch/lab_econ/asantini/src/hazardous-orienteering-problem/data/hop-tsiligirides/hop_tsiligirides-3-65-0.2-3.json,hop_tsiligirides-3-65-0.2-3,32,31,25,6,1100.0,35.483870967741936,26.0,75.0,0.072136730063336,9.386695470404131,65.0,tsiligirides_hop,3,65,0.2,3,"0,23,6,4,27,13,3,19,12,14,20,15,2,1,7,30,11,28,25,31,22,26,21,0",540.0,1.0,64.81593900213726,99.71682923405731,22,0,49.09090909090909,70.96774193548387,0.0,24.545454545454547,0.0,0.0,32.68361668089172,0.0,540.000540001
2022-02-14-13-56-25,nonlinear_model,640.0,401.8394508361816,/gpfs42/robbyfs/scratch/lab_econ/asantini/src/hazardous-orienteering-problem/data/hop-tsiligirides/hop_tsiligirides-3-75-0.1-2.json,hop_tsiligirides-3-75-0.1-2,32,31,28,3,870.0,28.06451612903226,26.071428571428573,46.66666666666666,0.0719089554927602,9.386695470404131,75.0,tsiligirides_hop,3,75,0.1,2,"0,23,21,6,4,27,13,3,2,19,16,15,14,5,1,30,11,28,10,18,17,9,8,24,0",640.0,1.0,74.67735107155343,99.5698014287379,23,0,73.5632183908046,74.19354838709677,0.0,27.82608695652174,0.0,0.0,45.622084915628015,0.0,640.000640001
2022-02-14-12-52-39,nonlinear_model,710.0,221.47464728355408,/gpfs42/robbyfs/scratch/lab_econ/asantini/src/hazardous-orienteering-problem/data/hop-tsiligirides/hop_tsiligirides-3-105-0.1-3.json,hop_tsiligirides-3-105-0.1-3,32,31,28,3,980.0,31.61290322580645,25.357142857142858,90.0,0.0758354435135022,9.386695470404131,105.0,tsiligirides_hop,3,105,0.1,3,"0,21,6,4,24,8,9,17,18,10,11,28,30,7,25,31,1,5,2,3,27,19,16,20,14,13,26,23,22,0",710.0,1.0,104.54691611433472,99.56849153746164,28,0,72.44897959183673,90.3225806451613,0.0,25.357142857142858,0.0,0.0,51.06714959733677,0.0,710.000710001
2022-02-14-11-40-36,nonlinear_model,105.0,3601.838894367218,/gpfs42/robbyfs/scratch/lab_econ/asantini/src/hazardous-orienteering-problem/data/hop-tsiligirides/hop_tsiligirides-1-35-0.2-3.json,hop_tsiligirides-1-35-0.2-3,31,30,24,6,415.0,13.833333333333334,9.166666666666666,32.5,0.0828760637298245,8.435870126384714,35.0,tsiligirides_hop,1,35,0.2,3,"0,27,18,11,20,21,23,24,29,30,26,0",105.0,1.0,34.99582556939016,99.98807305540043,10,0,25.301204819277107,33.333333333333336,0.0,10.5,0.0,0.0,18.069915707121616,0.0,116.907538952
2022-02-14-10-41-51,nonlinear_model,10.0,0.0262861251831054,/gpfs42/robbyfs/scratch/lab_econ/asantini/src/hazardous-orienteering-problem/data/hop-tsiligirides/hop_tsiligirides-1-5-0.1-2.json,hop_tsiligirides-1-5-0.1-2,31,30,27,3,320.0,10.666666666666666,9.25925925925926,23.33333333333333,0.061816114377625,8.435870126384714,5.0,tsiligirides_hop,1,5,0.1,2,"0,27,0",10.0,1.0,3.5777087639996634,71.55417527999327,1,0,3.125,3.333333333333333,0.0,10.0,0.0,0.0,1.7888543819998317,0.0,10.0
2022-02-14-12-46-32,nonlinear_model,11.9695270951,3602.204503059387,/gpfs42/robbyfs/scratch/lab_econ/asantini/src/hazardous-orienteering-problem/data/hop-tsiligirides/hop_tsiligirides-1-85-0.3-5.json,hop_tsiligirides-1-85-0.3-5,31,30,21,9,585.0,19.5,10.0,41.66666666666666,0.0741232020611827,8.435870126384714,85.0,tsiligirides_hop,1,85,0.3,5,"0,28,14,3,4,6,2,1,7,8,9,10,11,24,23,22,25,30,29,19,26,21,27,0",320.0,0.0374047721720799,80.75792662344969,95.00932543935258,22,3,54.7008547008547,73.33333333333333,13.636363636363637,10.263157894736842,41.66666666666666,0.0698860146143524,43.6901448290818,16.36838693890066,405.409343775
2022-02-14-10-40-36,nonlinear_model,40.0,5.232717275619507,/gpfs42/robbyfs/scratch/lab_econ/asantini/src/hazardous-orienteering-problem/data/hop-tsiligirides/hop_tsiligirides-1-15-0.4-2.json,hop_tsiligirides-1-15-0.4-2,31,30,18,12,395.0,13.166666666666666,9.72222222222222,18.33333333333333,0.074686198503747,8.435870126384714,15.0,tsiligirides_hop,1,15,0.4,2,"0,27,26,25,19,0",40.0,1.0,14.715617448652544,98.10411632435029,4,0,10.126582278481012,13.333333333333334,0.0,10.0,0.0,0.0,8.15825016026269,0.0,40.00004
2022-02-14-13-47-33,nonlinear_model,310.941799782,2341.7083537578583,/gpfs42/robbyfs/scratch/lab_econ/asantini/src/hazardous-orienteering-problem/data/hop-tsiligirides/hop_tsiligirides-3-35-0.4-2.json,hop_tsiligirides-3-35-0.4-2,32,31,19,12,1080.0,34.83870967741935,27.36842105263158,46.66666666666666,0.0719051229037735,9.386695470404131,35.0,tsiligirides_hop,3,35,0.4,2,"0,23,13,2,19,16,15,12,5,26,21,0",350.0,0.8884051422328134,34.727611232292055,99.2217463779773,10,1,32.407407407407405,32.25806451612903,10.0,27.77777777777778,100.0,0.0526550013661635,20.47636742337296,2.2472205054244214,310.942110724
2022-02-14-14-39-07,nonlinear_model,105.148792378,3607.26158118248,/gpfs42/robbyfs/scratch/lab_econ/asantini/src/hazardous-orienteering-problem/data/hop-tsiligirides/hop_tsiligirides-3-60-0.3-3.json,hop_tsiligirides-3-60-0.3-3,32,31,22,9,1240.0,40.0,26.363636363636363,73.33333333333333,0.0750916833488286,9.386695470404131,60.0,tsiligirides_hop,3,60,0.3,3,"0,23,21,31,10,11,7,1,5,12,19,16,15,2,3,0",510.0,0.2061741027016775,54.65395072479964,91.08991787466609,14,2,41.12903225806452,45.16129032258065,14.285714285714286,27.5,90.0,0.0766271525844089,30.71828307017489,10.0756649732273,793.322906875
2022-02-14-13-43-34,nonlinear_model,560.0,259.8713049888611,/gpfs42/robbyfs/scratch/lab_econ/asantini/src/hazardous-orienteering-problem/data/hop-tsiligirides/hop_tsiligirides-3-65-0.2-2.json,hop_tsiligirides-3-65-0.2-2,32,31,25,6,960.0,30.967741935483872,25.6,53.333333333333336,0.0730428737637134,9.386695470404131,65.0,tsiligirides_hop,3,65,0.2,2,"0,26,3,2,12,19,16,15,14,5,1,7,30,11,28,29,10,9,8,24,21,23,0",560.0,1.0,64.41971439418946,99.10725291413765,21,0,58.333333333333336,67.74193548387096,0.0,26.666666666666668,0.0,0.0,33.32019159751438,0.0,560.000560001
2022-02-14-14-12-22,nonlinear_model,780.558180014,198.7289347648621,/gpfs42/robbyfs/scratch/lab_econ/asantini/src/hazardous-orienteering-problem/data/hop-tsiligirides/hop_tsiligirides-3-95-0.1-3.json,hop_tsiligirides-3-95-0.1-3,32,31,28,3,940.0,30.32258064516129,26.071428571428573,70.0,0.0522306707193324,9.386695470404131,95.0,tsiligirides_hop,3,95,0.1,3,"0,22,23,24,8,9,17,18,10,29,28,11,30,7,31,1,5,12,14,15,20,16,19,2,3,13,27,4,6,21,0",880.0,0.8869979318341665,94.93957141299998,99.9363909610526,29,1,93.61702127659576,93.5483870967742,3.4482758620689653,26.071428571428573,150.0,0.0533604192499698,44.488818865831895,2.2472205054244214,780.558960573
2022-02-14-13-17-05,nonlinear_model,420.0,534.308515548706,/gpfs42/robbyfs/scratch/lab_econ/asantini/src/hazardous-orienteering-problem/data/hop-tsiligirides/hop_tsiligirides-3-45-0.1-3.json,hop_tsiligirides-3-45-0.1-3,32,31,28,3,940.0,30.32258064516129,26.071428571428573,70.0,0.0900822666452538,9.386695470404131,45.0,tsiligirides_hop,3,45,0.1,3,"0,22,31,25,28,7,1,5,12,14,15,16,19,27,4,6,21,23,0",420.0,1.0,44.04497308021722,97.87771795603824,17,0,44.680851063829785,54.83870967741935,0.0,24.705882352941178,0.0,0.0,21.017569928078476,0.0,420.00042
2022-02-14-14-08-11,nonlinear_model,154.381353109,3601.852899312973,/gpfs42/robbyfs/scratch/lab_econ/asantini/src/hazardous-orienteering-problem/data/hop-tsiligirides/hop_tsiligirides-3-40-0.4-2.json,hop_tsiligirides-3-40-0.4-2,32,31,19,12,1150.0,37.096774193548384,23.68421052631579,58.333333333333336,0.0758620559886965,9.386695470404131,40.0,tsiligirides_hop,3,40,0.4,2,"0,23,21,9,8,31,5,2,3,13,26,0",280.0,0.5513619753879108,39.76427133816728,99.4106783454182,10,2,24.347826086956523,32.25806451612903,20.0,22.5,50.0,0.0660446433993021,20.074819369843087,4.4840282486265295,500.106034997
2022-02-14-12-49-33,nonlinear_model,710.0,35.722411155700684,/gpfs42/robbyfs/scratch/lab_econ/asantini/src/hazardous-orienteering-problem/data/hop-tsiligirides/hop_tsiligirides-3-110-0.1-2.json,hop_tsiligirides-3-110-0.1-2,32,31,28,3,890.0,28.70967741935484,25.357142857142858,60.0,0.0772154253058668,9.386695470404131,110.0,tsiligirides_hop,3,110,0.1,2,"0,23,8,9,18,10,31,25,29,28,11,30,7,1,5,15,14,20,12,2,19,3,26,27,13,4,6,21,24,0",710.0,1.0,109.99934209817354,99.9994019074305,28,0,79.7752808988764,90.3225806451613,0.0,25.357142857142858,0.0,0.0,48.379530696596426,0.0,710.000710001
